goal,dimension,region_name,estimate,estimate_cat,a3_code
BD,future,Guatemala,0.02657142857142834, ,GTM
BD,future,Guernsey,0.016857142857188825, ,GGY
BD,future,Guinea,0.2194285714286146, ,GIN
BD,future,Guinea Bissau,-0.07371428571428727,  ,GNB
BD,future,Guyana,0.0017142857142765444, ,GUY
BD,future,Haiti,0.3148571428572447, ,HTI
BD,future,Heard and McDonald Islands,0,,HMD
BD,future,Honduras,-0.010285714285716454,  ,HND
BD,future,Howland Island and Baker Island,0.2625714285714801, ,NA
BD,future,Iceland,-0.4697142857149382,  ,ISL
BD,future,Ile Europa,0.005142857142845546, ,NA
BD,future,Ile Tromelin,-0.01142857142857076,  ,NA
BD,future,India,0.01171428571428342, ,IND
BD,future,Indonesia,0.467714285714283, ,IDN
BD,future,Iran,0.10657142857144146, ,IRN
BD,future,Iraq,0.058571428571381944, ,IRQ
BD,future,Ireland,0.11085714285716772, ,IRL
BD,future,Israel,0.01285714285713519, ,ISR
BD,future,Italy,2.8571428570931895e-4, ,ITA
BD,future,Ivory Coast,0.16485714285720057, ,NA
BD,future,Jamaica,0.07942857142857658, ,JAM
BD,future,Jan Mayen,-2.711428571429009,  ,SJM
BD,future,Japan,0.08857142857143835, ,JPN
BD,future,Jarvis Island,-2.0785714285722445,  ,NA
BD,future,Jersey,-0.19400000000005885,  ,JEY
BD,future,Johnston Atoll,-0.019142857142877178,  ,NA
BD,future,Jordan,-0.3628571428572407,  ,JOR
BD,future,Juan de Nova Island,-8.571428571468918e-4,  ,NA
BD,future,Kenya,0.0417142857142895, ,KEN
BD,future,Kerguelen Islands,-0.0031428571428636022,  ,NA
BD,future,Kuwait,-0.12085714285716062,  ,KWT
BD,future,Latvia,-1.4708571428575337,  ,LVA
BD,future,Lebanon,0.06514285714289142, ,LBN
BD,future,Liberia,-0.008000000000010585,  ,LBR
BD,future,Libya,-0.21285714285719143,  ,LBY
BD,future,Line Islands (Kiribati),0.03371428571428609, ,KIR
BD,future,Lithuania,-3.9008571428581678,  ,LTU
BD,future,Macquarie Island,0,,NA
BD,future,Madagascar,0.162285714285689, ,MDG
BD,future,Madeira,0.024000000000002825, ,NA
BD,future,Malaysia,0.39485714285712825, ,MYS
BD,future,Maldives,0.054285714285730424, ,MDV
BD,future,Malta,0.03342857142858316, ,MLT
BD,future,Marshall Islands,-0.031142857142871565,  ,MHL
BD,future,Mauritania,-0.022857142857142916,  ,MRT
BD,future,Mauritius,0.006571428571422389, ,MUS
BD,future,Mayotte,-0.0037142857142898186,  ,MYT
BD,future,Mexico,0.5240000000000236, ,MEX
BD,future,Micronesia,0.02371428571428885, ,FSM
BD,future,Monaco,0.0771428571428727, ,MCO
BD,future,Montenegro,0.0034285714285617165, ,MNE
BD,future,Montserrat,2.3459999999998433, ,MSR
BD,future,Morocco,-0.006285714285715089,  ,MAR
BD,future,Mozambique,-0.254857142857226,  ,MOZ
BD,future,Myanmar,0.28914285714292687, ,MMR
BD,future,Namibia,-0.003428571428584706,  ,NAM
BD,future,Nauru,0.10942857142861913, ,NRU
BD,future,Netherlands,2.0714285714287977, ,NLD
BD,future,New Caledonia,0.3820000000000438, ,NCL
BD,future,New Zealand,-0.002000000000012128,  ,NZL
BD,future,Nicaragua,0.02714285714285445, ,NIC
BD,future,Nigeria,-2.626857142857566,  ,NGA
BD,future,Niue,0.6117142857143446, ,NIU
BD,future,Norfolk Island,0,,NFK
BD,future,North Korea,-0.03457142857144236,  ,PRK
BD,future,Northern Mariana Islands and Guam,0.03457142857143025, ,GUM
BD,future,Northern Saint-Martin,0,,NA
BD,future,Norway,0.072571428571456445, ,NOR
BD,future,Oecussi Ambeno,-0.4100000000001461,  ,NA
BD,future,Oman,-0.009999999999999816,  ,OMN
BD,future,Pakistan,-0.13342857142859668,  ,PAK
BD,future,Palau,0.6268571428572037, ,PLW
BD,future,Palmyra Atoll,-0.0345714285714733,  ,NA
BD,future,Panama,0.12485714285714744, ,PAN
BD,future,Papua New Guinea,0.05857142857143807, ,PNG
BD,future,Peru,0.6788571428577294, ,PER
BD,future,Philippines,0.7294285714286247, ,PHL
BD,future,Phoenix Islands (Kiribati),0.9845714285717174, ,NA
BD,future,Pitcairn,0.2480000000000611, ,PCN
BD,future,Poland,-4.253714285715097,  ,POL
BD,future,Portugal,0.16628571428574981, ,PRT
BD,future,Prince Edward Islands,0.1397142857142627, ,NA
BD,future,Puerto Rico and Virgin Islands of the United States,0.009142857142855088, ,PRI
BD,future,Qatar,-0.034857142857149165,  ,QAT
BD,future,R_union,-0.02314285714285929,  ,NA
BD,future,Republique du Congo,-0.03657142857138142,  ,COD
BD,future,Romania,0.07571428571431667, ,ROU
BD,future,Russia,0.0428571428571553, ,RUS
BD,future,Saba,0.001142857142848341, ,NA
BD,future,Saint Helena,0,,SHN
BD,future,Saint Kitts and Nevis,-0.22200000000010955,  ,KNA
BD,future,Saint Lucia,-0.17371428571434597,  ,LCA
BD,future,Saint Pierre and Miquelon,-0.007142857142860316,  ,SPM
BD,future,Saint Vincent and the Grenadines,-0.06428571428574616,  ,VCT
BD,future,Samoa,0.09914285714287667, ,WSM
BD,future,Sao Tome and Principe,0.036857142857144164, ,STP
BD,future,Saudi Arabia,-8.571428571309159e-4,  ,SAU
BD,future,Senegal,-0.11057142857148737,  ,SEN
BD,future,Seychelles,0.051999999999997576, ,SYC
BD,future,Sierra Leone,-0.02800000000001983,  ,SLE
BD,future,Singapore,-0.12971428571440086,  ,SGP
BD,future,Sint Eustatius,0.08742857142856761, ,NA
BD,future,Sint Maarten,-0.03257142857142555,  ,SXM
BD,future,Slovenia,-0.02028571428571671,  ,SVN
BD,future,Solomon Islands,0.17171428571430286, ,SLB
BD,future,Somalia,0.19514285714291166, ,SOM
BD,future,South Africa,-0.6851428571430187,  ,ZAF
BD,future,South Georgia and the South Sandwich Islands,1.2642857142856445, ,SGS
BD,future,South Korea,-0.006285714285730654,  ,KOR
BD,future,Spain,-0.49485714285716775,  ,ESP
BD,future,Sri Lanka,0.04057142857143275, ,LKA
BD,future,Sudan,-0.3445714285715252,  ,SDN
BD,future,Suriname,-0.03685714285716585,  ,SUR
BD,future,Sweden,-0.2225714285715041,  ,SWE
BD,future,Syria,-0.4260000000000695,  ,SYR
BD,future,Taiwan,0.030571428571431324, ,TWN
BD,future,Tanzania,0.13999999999996138, ,TZA
BD,future,Thailand,0.20799999999993132, ,THA
BD,future,Togo,0.20228571428583553, ,TGO
BD,future,Tokelau,0.13200000000002413, ,TKL
BD,future,Tonga,0.1020000000000086, ,TON
BD,future,Trinidad and Tobago,-0.09400000000001724,  ,TTO
BD,future,Tristan da Cunha,0,,NA
BD,future,Tunisia,0.0220000000000015, ,TUN
BD,future,Turkey,-0.040285714285724916,  ,TUR
BD,future,Turks and Caicos Islands,0.2862857142856727, ,TCA
BD,future,Tuvalu,0.01342857142858577, ,TUV
BD,future,Ukraine,-0.26342857142862947,  ,UKR
BD,future,United Arab Emirates,0.09885714285715039, ,ARE
BD,future,United Kingdom,0.7348571428574808, ,GBR
BD,future,United States,0.08085714285709886, ,USA
BD,future,Uruguay,0.03257142857143592, ,URY
BD,future,Vanuatu,-0.07371428571430683,  ,VUT
BD,future,Venezuela,-0.49057142857158326,  ,VEN
BD,future,Vietnam,-0.03342857142856855,  ,NA
BD,future,Wake Island,0.06342857142858165, ,NA
BD,future,Wallis and Futuna,0.0014285714285659527, ,WLF
BD,future,Western Sahara,0.047714285714284405, ,ESH
BD,future,Yemen,-0.06742857142859392,  ,YEM
BD,score,Albania,0.029142857142859583, ,ALB
BD,score,Algeria,0.274571428571423, ,DZA
BD,score,American Samoa,0.02999999999999847, ,ASM
BD,score,Amsterdam Island and Saint Paul Island,0.30685714285721905, ,NA
BD,score,Andaman and Nicobar,-0.005714285714289111,  ,NA
BD,score,Angola,-0.4974285714287503,  ,AGO
BD,score,Anguilla,0.03371428571423614, ,AIA
BD,score,Antigua and Barbuda,-0.030571428571468884,  ,ATG
BD,score,Argentina,0.004857142857140244, ,ARG
BD,score,Aruba,-0.009142857142860566,  ,ABW
BD,score,Ascension,-0.10285714285717791,  ,NA
BD,score,Australia,-0.011142857142868591,  ,AUS
BD,score,Azores,-0.06800000000001609,  ,NA
BD,score,Bahamas,-0.04600000000001088,  ,BHS
BD,score,Bahrain,0.04799999999998691, ,BHR
BD,score,Bangladesh,0.1868571428571888, ,BGD
BD,score,Barbados,0.10771428571427992, ,BRB
BD,score,Bassas da India,-0.16028571428575197,  ,NA
BD,score,Belgium,0.0077142857142796974, ,BEL
BD,score,Belize,-0.09571428571428374,  ,BLZ
BD,score,Benin,-0.03371428571429574,  ,BEN
BD,score,Bermuda,0.16685714285713976, ,BMU
BD,score,Bonaire,2.857142857059136e-4, ,BES
BD,score,Bosnia and Herzegovina,-1.2254285714289574,  ,BIH
BD,score,Bouvet Island,2.3391428571433854, ,BVT
BD,score,Brazil,0.08314285714282936, ,BRA
BD,score,British Indian Ocean Territory,-0.016285714285725998,  ,IOT
BD,score,British Virgin Islands,0.14799999999998084, ,VGB
BD,score,Brunei,-0.057714285714298645,  ,BRN
BD,score,Bulgaria,-0.03028571428572299,  ,BGR
BD,score,Cambodia,-0.002000000000027912,  ,KHM
BD,score,Cameroon,-0.7765714285715871,  ,CMR
BD,score,Canada,0.14400000000003282, ,CAN
BD,score,Canary Islands,-0.5774285714287339,  ,NA
BD,score,Cape Verde,-0.006285714285722391,  ,NA
BD,score,Cayman Islands,0.10571428571425472, ,CYM
BD,score,Chile,0.14971428571435752, ,CHL
BD,score,China,-0.12371428571433103,  ,CHN
BD,score,Christmas Island,-0.07428571428573275,  ,CXR
BD,score,Clipperton Island,0.2534285714286305, ,NA
BD,score,Cocos Islands,-0.035142857142868376,  ,CCK
BD,score,Colombia,0.1045714285714059, ,COL
BD,score,Comoro Islands,0.05400000000001002, ,COM
BD,score,Cook Islands,0.27771428571430207, ,COK
BD,score,Costa Rica,0.013142857142852063, ,CRI
BD,score,Croatia,0.0179999999999944, ,HRV
BD,score,Crozet Islands,-0.002285714285721276,  ,NA
BD,score,Cuba,0.011142857142863035, ,CUB
BD,score,Curacao,0.006571428571424436, ,NA
BD,score,Cyprus,-0.03371428571429905,  ,CYP
BD,score,Democratic Republic of the Congo,0.022000000000049043, ,NA
BD,score,Denmark,0.15114285714285886, ,DNK
BD,score,Djibouti,-0.04542857142858176,  ,DJI
BD,score,Dominica,0.30285714285712173, ,DMA
BD,score,Dominican Republic,0.06885714285715469, ,DOM
BD,score,East Timor,0.09600000000002225, ,TLS
BD,score,Ecuador,0.09857142857142816, ,ECU
BD,score,Egypt,-0.05057142857143381,  ,EGY
BD,score,El Salvador,-0.02685714285715369,  ,SLV
BD,score,Equatorial Guinea,-0.20628571428577336,  ,GNQ
BD,score,Eritrea,-0.09257142857145523,  ,ERI
BD,score,Estonia,-0.44971428571441124,  ,EST
BD,score,Faeroe Islands,0.48342857142863666, ,NA
BD,score,Falkland Islands,0.0034285714285645, ,FLK
BD,score,Fiji,0.37628571428574303, ,FJI
BD,score,Finland,-1.1994285714288877,  ,FIN
BD,score,France,0.3354285714286603, ,FRA
BD,score,French Guiana,-9.94552653173347e-15,  ,GUF
BD,score,French Polynesia,-4.7198675632598694e-15,  ,PYF
BD,score,Gabon,-0.24800000000003272,  ,GAB
BD,score,Gambia,-0.15085714285721924,  ,GMB
BD,score,Georgia,0.0634285714285825, ,GEO
BD,score,Germany,-0.13000000000000952,  ,DEU
BD,score,Ghana,-0.06085714285717619,  ,GHA
BD,score,Gibraltar,0.7585714285714988, ,GIB
BD,score,Gilbert Islands (Kiribati),0.6977142857144181, ,NA
BD,score,Global average,0.07428571428571576, ,NA
BD,score,Glorioso Islands,0.0074285714285669885, ,NA
BD,score,Greece,-0.038000000000012094,  ,GRC
BD,score,Greenland,-0.054857142857186,  ,GRL
BD,score,Grenada,-0.046571428571441156,  ,GRD
BD,score,Guadeloupe and Martinique,0.04257142857140878, ,GLP
BD,score,Guatemala,0.012857142857141493, ,GTM
BD,score,Guernsey,0.009714285714334189, ,GGY
BD,score,Guinea,0.11000000000002255, ,GIN
BD,score,Guinea Bissau,-0.036571428571428685,  ,GNB
BD,score,Guyana,-0.019714285714295496,  ,GUY
BD,score,Haiti,0.20428571428576994, ,HTI
BD,score,Heard and McDonald Islands,0,,HMD
BD,score,Honduras,-0.005142857142855109,  ,HND
BD,score,Howland Island and Baker Island,0.14428571428574669, ,NA
BD,score,Iceland,-0.7308571428576037,  ,ISL
BD,score,Ile Europa,0.002571428571426632, ,NA
BD,score,Ile Tromelin,-0.005142857142867255,  ,NA
BD,score,India,0.004285714285711149, ,IND
BD,score,Indonesia,0.23371428571428857, ,IDN
BD,score,Iran,0.05285714285715138, ,IRN
BD,score,Iraq,0.042571428571387404, ,IRQ
BD,score,Ireland,0.055714285714294265, ,IRL
BD,score,Israel,0.005714285714278566, ,ISR
BD,score,Italy,-2.857142857221209e-4,  ,ITA
BD,score,Ivory Coast,0.021714285714312997, ,NA
BD,score,Jamaica,0.039999999999998405, ,JAM
BD,score,Jan Mayen,-1.256285714285914,  ,SJM
BD,score,Japan,0.06228571428571974, ,JPN
BD,score,Jarvis Island,-1.2634285714290205,  ,NA
BD,score,Jersey,-0.12657142857146453,  ,JEY
BD,score,Johnston Atoll,2.8571428569634783e-4, ,NA
BD,score,Jordan,-0.18142857142862073,  ,JOR
BD,score,Juan de Nova Island,-0.015142857142864393,  ,NA
BD,score,Kenya,0.020857142857148018, ,KEN
BD,score,Kerguelen Islands,-0.0022857142857204216,  ,NA
BD,score,Kuwait,-0.029714285714295706,  ,KWT
BD,score,Latvia,-1.031714285714549,  ,LVA
BD,score,Lebanon,0.14914285714290756, ,LBN
BD,score,Liberia,-0.004285714285727813,  ,LBR
BD,score,Libya,-0.105714285714307,  ,LBY
BD,score,Line Islands (Kiribati),0.13714285714287897, ,KIR
BD,score,Lithuania,-3.0474285714292635,  ,LTU
BD,score,Macquarie Island,0.25400000000005135, ,NA
BD,score,Madagascar,0.08057142857141535, ,MDG
BD,score,Madeira,0.029142857142848016, ,NA
BD,score,Malaysia,0.1974285714285616, ,MYS
BD,score,Maldives,0.03114285714286061, ,MDV
BD,score,Malta,0.04885714285715267, ,MLT
BD,score,Marshall Islands,-0.026571428571440594,  ,MHL
BD,score,Mauritania,-0.019142857142873542,  ,MRT
BD,score,Mauritius,0.004571428571416233, ,MUS
BD,score,Mayotte,-0.00257142857143561,  ,MYT
BD,score,Mexico,0.25914285714287477, ,MEX
BD,score,Micronesia,-0.020285714285719715,  ,FSM
BD,score,Monaco,0.03714285714286697, ,MCO
BD,score,Montenegro,0.0014285714285695215, ,MNE
BD,score,Montserrat,1.172571428571351, ,MSR
BD,score,Morocco,0.0039999999999754425, ,MAR
BD,score,Mozambique,-0.15428571428575646,  ,MOZ
BD,score,Myanmar,0.11914285714288875, ,MMR
BD,score,Namibia,-0.0020000000000132624,  ,NAM
BD,score,Nauru,0.09628571428574052, ,NRU
BD,score,Netherlands,1.1291428571429596, ,NLD
BD,score,New Caledonia,0.1897142857143059, ,NCL
BD,score,New Zealand,-0.0011428571428641833,  ,NZL
BD,score,Nicaragua,0.013428571428574915, ,NIC
BD,score,Nigeria,-1.3997142857145146,  ,NGA
BD,score,Niue,0.4105714285714736, ,NIU
BD,score,Norfolk Island,-9.94552653173347e-15,  ,NFK
BD,score,North Korea,-0.010857142857155687,  ,PRK
BD,score,Northern Mariana Islands and Guam,-0.028285714285727383,  ,GUM
BD,score,Northern Saint-Martin,0.011714285714278736, ,NA
BD,score,Norway,0.1380000000000731, ,NOR
BD,score,Oecussi Ambeno,-0.2874285714286832,  ,NA
BD,score,Oman,-0.019428571428565664,  ,OMN
BD,score,Pakistan,-0.12171428571431098,  ,PAK
BD,score,Palau,0.28542857142859757, ,PLW
BD,score,Palmyra Atoll,-0.02457142857146129,  ,NA
BD,score,Panama,0.09799999999999907, ,PAN
BD,score,Papua New Guinea,0.02942857142857483, ,PNG
BD,score,Peru,0.34857142857186463, ,PER
BD,score,Philippines,0.40171428571432277, ,PHL
BD,score,Phoenix Islands (Kiribati),0.7145714285716254, ,NA
BD,score,Pitcairn,0.12542857142860128, ,PCN
BD,score,Poland,-2.2325714285718528,  ,POL
BD,score,Portugal,0.03428571428571985, ,PRT
BD,score,Prince Edward Islands,-0.052857142857160026,  ,NA
BD,score,Puerto Rico and Virgin Islands of the United States,0.003428571428565079, ,PRI
BD,score,Qatar,-0.017428571428577164,  ,QAT
BD,score,R_union,0.0840000000000212, ,NA
BD,score,Republique du Congo,-0.04114285714283373,  ,COD
BD,score,Romania,0.03685714285715316, ,ROU
BD,score,Russia,0.020571428571426093, ,RUS
BD,score,Saba,5.714285714271537e-4, ,NA
BD,score,Saint Helena,-9.94552653173347e-15,  ,SHN
BD,score,Saint Kitts and Nevis,-0.07457142857148823,  ,KNA
BD,score,Saint Lucia,-0.08600000000003649,  ,LCA
BD,score,Saint Pierre and Miquelon,-0.003714285714282953,  ,SPM
BD,score,Saint Vincent and the Grenadines,-0.031714285714304846,  ,VCT
BD,score,Samoa,0.05028571428572419, ,WSM
BD,score,Sao Tome and Principe,0.01857142857141985, ,STP
BD,score,Saudi Arabia,0.006857142857142896, ,SAU
BD,score,Senegal,-0.13114285714290994,  ,SEN
BD,score,Seychelles,0.02685714285714257, ,SYC
BD,score,Sierra Leone,-0.012000000000018295,  ,SLE
BD,score,Singapore,-0.049428571428624925,  ,SGP
BD,score,Sint Eustatius,0.4305714285714598, ,NA
BD,score,Sint Maarten,-0.16799999999999576,  ,SXM
BD,score,Slovenia,0.22028571428580992, ,SVN
BD,score,Solomon Islands,0.13628571428572575, ,SLB
BD,score,Somalia,0.11857142857145765, ,SOM
BD,score,South Africa,-0.5457142857143792,  ,ZAF
BD,score,South Georgia and the South Sandwich Islands,1.4417142857143883, ,SGS
BD,score,South Korea,-0.0037142857142959873,  ,KOR
BD,score,Spain,-0.392857142857176,  ,ESP
BD,score,Sri Lanka,0.017142857142859166, ,LKA
BD,score,Sudan,-0.20400000000005614,  ,SDN
BD,score,Suriname,-0.019428571428578834,  ,SUR
BD,score,Sweden,-0.22428571428578936,  ,SWE
BD,score,Syria,-0.21371428571432655,  ,SYR
BD,score,Taiwan,-0.022000000000016978,  ,TWN
BD,score,Tanzania,0.06885714285711661, ,TZA
BD,score,Thailand,0.07514285714281815, ,THA
BD,score,Togo,0.11685714285722619, ,TGO
BD,score,Tokelau,0.06542857142858798, ,TKL
BD,score,Tonga,0.06742857142858055, ,TON
BD,score,Trinidad and Tobago,-0.04714285714286428,  ,TTO
BD,score,Tristan da Cunha,-4.972763265866735e-15,  ,NA
BD,score,Tunisia,0.01200000000000117, ,TUN
BD,score,Turkey,0.20657142857144062, ,TUR
BD,score,Turks and Caicos Islands,0.14285714285712256, ,TCA
BD,score,Tuvalu,0.007142857142857324, ,TUV
BD,score,Ukraine,-0.13114285714288712,  ,UKR
BD,score,United Arab Emirates,0.04971428571428801, ,ARE
BD,score,United Kingdom,1.275142857143178, ,GBR
BD,score,United States,-0.020857142857177,  ,USA
BD,score,Uruguay,0.015428571428571526, ,URY
BD,score,Vanuatu,-0.024285714285716915,  ,VUT
BD,score,Venezuela,-0.24514285714293466,  ,VEN
BD,score,Vietnam,-0.050571428571436844,  ,NA
BD,score,Wake Island,0.031714285714294764, ,NA
BD,score,Wallis and Futuna,-0.027714285714294504,  ,WLF
BD,score,Western Sahara,0.017714285714290953, ,ESH
BD,score,Yemen,-0.035142857142870125,  ,YEM
BD,status,Albania,-9.94552653173347e-15,  ,ALB
BD,status,Algeria,0.2888571428571373, ,DZA
BD,status,American Samoa,0,,ASM
BD,status,Amsterdam Island and Saint Paul Island,0.13542857142857195, ,NA
BD,status,Andaman and Nicobar,-0.008857142857143273,  ,NA
BD,status,Angola,-0.15885714285715744,  ,AGO
BD,status,Anguilla,-4.972763265866735e-15,  ,AIA
BD,status,Antigua and Barbuda,-9.94552653173347e-15,  ,ATG
BD,status,Argentina,-4.972763265866735e-15,  ,ARG
BD,status,Aruba,-4.972763265866735e-15,  ,ABW
BD,status,Ascension,-0.2071428571429241,  ,NA
BD,status,Australia,0,,AUS
BD,status,Azores,-0.1457142857143138,  ,NA
BD,status,Bahamas,0,,BHS
BD,status,Bahrain,-0.012857142857145662,  ,BHR
BD,status,Bangladesh,0.10428571428572503, ,BGD
BD,status,Barbados,0.08828571428571247, ,BRB
BD,status,Bassas da India,-0.29628571428577394,  ,NA
BD,status,Belgium,-9.94552653173347e-15,  ,BEL
BD,status,Belize,-4.972763265866735e-15,  ,BLZ
BD,status,Benin,0,,BEN
BD,status,Bermuda,0.16114285714287427, ,BMU
BD,status,Bonaire,0,,BES
BD,status,Bosnia and Herzegovina,-0.5925714285715404,  ,BIH
BD,status,Bouvet Island,1.827142857143293, ,BVT
BD,status,Brazil,-4.972763265866735e-15,  ,BRA
BD,status,British Indian Ocean Territory,0,,IOT
BD,status,British Virgin Islands,0,,VGB
BD,status,Brunei,-0.07314285714286546,  ,BRN
BD,status,Bulgaria,-0.02142857142857292,  ,BGR
BD,status,Cambodia,-0.09628571428573532,  ,KHM
BD,status,Cameroon,-0.5028571428572387,  ,CMR
BD,status,Canada,0.2722857142857739, ,CAN
BD,status,Canary Islands,-0.32971428571438166,  ,NA
BD,status,Cape Verde,-9.94552653173347e-15,  ,NA
BD,status,Cayman Islands,0,,CYM
BD,status,Chile,0.1440000000000296, ,CHL
BD,status,China,-0.03428571428572033,  ,CHN
BD,status,Christmas Island,-0.10600000000003769,  ,CXR
BD,status,Clipperton Island,0.17885714285717688, ,NA
BD,status,Cocos Islands,-0.07085714285716488,  ,CCK
BD,status,Colombia,-0.005714285714291485,  ,COL
BD,status,Comoro Islands,0,,COM
BD,status,Cook Islands,0.028571428571419494, ,COK
BD,status,Costa Rica,-9.94552653173347e-15,  ,CRI
BD,status,Croatia,-9.94552653173347e-15,  ,HRV
BD,status,Crozet Islands,-4.972763265866735e-15,  ,NA
BD,status,Cuba,0,,CUB
BD,status,Curacao,-4.972763265866735e-15,  ,NA
BD,status,Cyprus,-4.972763265866735e-15,  ,CYP
BD,status,Democratic Republic of the Congo,-0.041714285714260745,  ,NA
BD,status,Denmark,0.29685714285713727, ,DNK
BD,status,Djibouti,-0.0028571428571476315,  ,DJI
BD,status,Dominica,0.10628571428570409, ,DMA
BD,status,Dominican Republic,-4.972763265866735e-15,  ,DOM
BD,status,East Timor,0.022571428571424825, ,TLS
BD,status,Ecuador,0.11399999999999953, ,ECU
BD,status,Egypt,-4.972763265866735e-15,  ,EGY
BD,status,El Salvador,-4.972763265866735e-15,  ,SLV
BD,status,Equatorial Guinea,-0.1117142857143206,  ,GNQ
BD,status,Eritrea,-4.972763265866735e-15,  ,ERI
BD,status,Estonia,-0.9722857142859676,  ,EST
BD,status,Faeroe Islands,0.7580000000001145, ,NA
BD,status,Falkland Islands,-4.972763265866735e-15,  ,FLK
BD,status,Fiji,-4.972763265866735e-15,  ,FJI
BD,status,Finland,-1.5665714285718362,  ,FIN
BD,status,France,0.6705714285716061, ,FRA
BD,status,French Guiana,0,,GUF
BD,status,French Polynesia,0,,PYF
BD,status,Gabon,-0.11657142857141158,  ,GAB
BD,status,Gambia,-0.07514285714291341,  ,GMB
BD,status,Georgia,-4.972763265866735e-15,  ,GEO
BD,status,Germany,-0.31742857142860814,  ,DEU
BD,status,Ghana,-0.010000000000019476,  ,GHA
BD,status,Gibraltar,1.0337142857144286, ,GIB
BD,status,Gilbert Islands (Kiribati),0.7054285714287069, ,NA
BD,status,Global average,0.042857142857141685, ,NA
BD,status,Glorioso Islands,0.018571428571419326, ,NA
BD,status,Greece,-4.972763265866735e-15,  ,GRC
BD,status,Greenland,-0.10914285714293573,  ,GRL
BD,status,Grenada,-4.972763265866735e-15,  ,GRD
BD,status,Guadeloupe and Martinique,0.048285714285698715, ,GLP
BD,status,Guatemala,-4.972763265866735e-15,  ,GTM
BD,status,Guernsey,0.0037142857143315305, ,GGY
BD,status,Guinea,0,,GIN
BD,status,Guinea Bissau,-4.972763265866735e-15,  ,GNB
BD,status,Guyana,-0.03771428571429804,  ,GUY
BD,status,Haiti,0.09342857142858324, ,HTI
BD,status,Heard and McDonald Islands,-9.94552653173347e-15,  ,HMD
BD,status,Honduras,0,,HND
BD,status,Howland Island and Baker Island,0.02857142857143411, ,NA
BD,status,Iceland,-0.9942857142859762,  ,ISL
BD,status,Ile Europa,-9.94552653173347e-15,  ,NA
BD,status,Ile Tromelin,0,,NA
BD,status,India,-0.0037142857143000214,  ,IND
BD,status,Indonesia,0,,IDN
BD,status,Iran,-4.972763265866735e-15,  ,IRN
BD,status,Iraq,0.025714285714252626, ,IRQ
BD,status,Ireland,-4.972763265866735e-15,  ,IRL
BD,status,Israel,-4.972763265866735e-15,  ,ISR
BD,status,Italy,-4.972763265866735e-15,  ,ITA
BD,status,Ivory Coast,-0.12028571428572912,  ,NA
BD,status,Jamaica,-9.94552653173347e-15,  ,JAM
BD,status,Jan Mayen,0.19657142857146281, ,SJM
BD,status,Japan,0.03828571428571314, ,JPN
BD,status,Jarvis Island,-0.4442857142858041,  ,NA
BD,status,Jersey,-0.058571428571436907,  ,JEY
BD,status,Johnston Atoll,0.01971428571427396, ,NA
BD,status,Jordan,-9.94552653173347e-15,  ,JOR
BD,status,Juan de Nova Island,-0.0317142857143032,  ,NA
BD,status,Kenya,-9.94552653173347e-15,  ,KEN
BD,status,Kerguelen Islands,-1.491828979760021e-14,  ,NA
BD,status,Kuwait,0.06285714285714511, ,KWT
BD,status,Latvia,-0.5934285714286971,  ,LVA
BD,status,Lebanon,0.23400000000006158, ,LBN
BD,status,Liberia,-4.972763265866735e-15,  ,LBR
BD,status,Libya,-9.94552653173347e-15,  ,LBY
BD,status,Line Islands (Kiribati),0.2411428571429035, ,KIR
BD,status,Lithuania,-2.192571428571809,  ,LTU
BD,status,Macquarie Island,0.5097142857143989, ,NA
BD,status,Madagascar,-9.94552653173347e-15,  ,MDG
BD,status,Madeira,0.03457142857140759, ,NA
BD,status,Malaysia,-2.857142857189834e-4,  ,MYS
BD,status,Maldives,0.005999999999994723, ,MDV
BD,status,Malta,0.06342857142858345, ,MLT
BD,status,Marshall Islands,-0.01971428571430199,  ,MHL
BD,status,Mauritania,-0.01485714285716301,  ,MRT
BD,status,Mauritius,0,,MUS
BD,status,Mayotte,-9.94552653173347e-15,  ,MYT
BD,status,Mexico,-0.006000000000007354,  ,MEX
BD,status,Micronesia,-0.06171428571430456,  ,FSM
BD,status,Monaco,-4.972763265866735e-15,  ,MCO
BD,status,Montenegro,0,,MNE
BD,status,Montserrat,-9.94552653173347e-15,  ,MSR
BD,status,Morocco,0.015142857142820465, ,MAR
BD,status,Mozambique,-0.05400000000001177,  ,MOZ
BD,status,Myanmar,-0.05000000000000885,  ,MMR
BD,status,Namibia,-1.491828979760021e-14,  ,NAM
BD,status,Nauru,0.0811428571428653, ,NRU
BD,status,Netherlands,0.18428571428571175, ,NLD
BD,status,New Caledonia,-1.491828979760021e-14,  ,NCL
BD,status,New Zealand,-9.94552653173347e-15,  ,NZL
BD,status,Nicaragua,-4.972763265866735e-15,  ,NIC
BD,status,Nigeria,-0.17285714285717768,  ,NGA
BD,status,Niue,0.20885714285717724, ,NIU
BD,status,Norfolk Island,-4.972763265866735e-15,  ,NFK
BD,status,North Korea,0.01428571428571282, ,PRK
BD,status,Northern Mariana Islands and Guam,-0.09142857142859494,  ,GUM
BD,status,Northern Saint-Martin,0.022857142857134312, ,NA
BD,status,Norway,0.20000000000012058, ,NOR
BD,status,Oecussi Ambeno,-0.1651428571429335,  ,NA
BD,status,Oman,-0.03028571428573413,  ,OMN
